"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in INR, unless specified"
"Definitions:"
"Total sales tax liable:Includes GST or sales tax collected from buyers for product sales, shipping, and gift wrap."
"TCS-CGST:Tax Collected at Source from Central GST"
"TCS-SGST:Tax Collected at Source from State GST"
"TCS-IGST:Tax Collected at Source from Integrated GST"
"TDS (Section 194-O): Tax Deducted at Source under Section 194-O of Income tax Act, 1961"
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","Sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","product sales","shipping credits","gift wrap credits","promotional rebates","Total sales tax liable(GST before adjusting TCS)","TCS-CGST","TCS-SGST","TCS-IGST","TDS (Section 194-O)","selling fees","fba fees","other transaction fees","other","total"
"28 Sept 2025 10:14:57 pm UTC","25646148912","Fulfilment Fee Refund","402-1078072-0909963","","Fulfillment Fee Refund","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","96.76","0","0","96.76"
"28 Sept 2025 10:29:51 pm UTC","25646148912","Refund","402-1078072-0909963","PK-FUO0-YYEG","Encasify Black Portable Power Station Cover - Durable, Dust & Scratch Proof, Washable Nylon - Fits Most Stations","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","Kannur","KERALA","670010","-329.66","-33.90","0","33.90","-59.34","0","0","1.65","0","29.84","0","15.34","0","-342.17"
"29 Sept 2025 9:40:26 am UTC","25646580262","Refund","171-3062478-2600301","EN-POOL-CUE-COVER","Encasify Billiard Pool Cue Stick Cover - Dustproof Sleeve for Cue Protection - Nylon Material - Black","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","GURUGRAM","HARYANA","122017","-338.10","0","0","0","-16.90","0","0","1.69","0","-44.90","0","24.78","0","-373.43"
"29 Sept 2025 10:03:10 am UTC","25646148912","Refund","408-0522413-2950751","EN-M-SPEAKER-15-IN","Encasify Mounted Speaker Cover - Water-Resistant Protective Dust Cover for Stand-Mounted Speakers - (Speaker & Stand Not Included) - Black (Black, 15","2","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","NEW DELHI","DELHI","110048","-1,426.66","0","0","42.80","-69.20","0","0","6.92","0","67.28","0","61.36","0","-1,317.50"
"29 Sept 2025 11:17:12 am UTC","25646148912","Refund","403-4276635-5977119","EN-FULL SIZE-FAN COVER","Encasify Polyester Full-Size Fan Cover | Heavy-Duty Waterproof & Dustproof Protective Cover for Electric Fans | Adjustable Fit for Pedestal, Floor & T","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","GURUGRAM","HARYANA","122001","-267.58","0","0","5.35","-13.11","0","0","1.31","0","-53.10","0","30.68","0","-296.45"
"30 Sept 2025 11:16:59 am UTC","25646148912","SAFE-T Reimbursement","403-0202544-3117135","EN-CORD-20","SAFE-T Claim ID: 86750-23289-2925343","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","0","54.16","54.16"
"30 Sept 2025 12:37:22 pm UTC","25646580262","Refund","407-5550648-7567552","EN-AIR-COOLER-36LTR-COVER","Encasify Air Cooler Cover | Bajaj PX97 Torque 36L Personal Air Cooler Cover | Polyster | Black (36 ltr)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","MOHALI","PUNJAB","160062","-367.59","0","0","0","-18.38","0","0","1.84","0","-62.10","0","15.34","0","-430.89"
"30 Sept 2025 9:45:17 pm UTC","25646580262","Service Fee","","","Cost of Advertising","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","-2,007.16","-361.29","-2,368.45"
"1 Oct 2025 8:42:01 am UTC","25646148912","Refund","406-1551888-4239536","EN-M-SPEAKER-15-IN-FBM","Encasify Mounted Speaker Cover - Water-Resistant Protective Dust Cover for Stand-Mounted Speakers - (Speaker & Stand Not Included) - Black (Black, 15","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","Veraval","GUJARAT","362265","-709.52","0","0","0","-35.48","1.77","1.77","0","0","37.35","0","40.12","0","-663.99"
"1 Oct 2025 9:44:24 am UTC","25646580262","Fulfilment Fee Refund","407-8006232-8479541","","Fulfillment Fee Refund","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","96.76","0","0","96.76"
"1 Oct 2025 9:59:08 am UTC","25646580262","Refund","407-8006232-8479541","EN-GARMT-STEAMER-COVER","Encasify Garment Steamer Dust-Proof Cover - Universal Fabric Steamer Protective Storage Bag for Home & Commercial Use, Fits All Vertical Clothes Steam","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","Bengaluru","KARNATAKA","560051","-443.77","0","0","0","-22.19","0","0","2.22","0","35.74","0","24.78","0","-403.22"
"1 Oct 2025 10:09:23 am UTC","25646148912","Refund","404-2614051-1445163","EN-SNOOKER-TABLE-COVER","Encasify Billiard Snooker Table Cover - Dustproof Covers for Snooker Table - Polyester Material - Black (12x6 Fit)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","THOUBAL","MANIPUR","795138","-1,236.19","-38.10","0","38.10","-61.81","0","0","6.18","0","122.30","0","60.18","0","-1,109.34"
"1 Oct 2025 1:40:56 pm UTC","25646148912","FBA Inventory Fee","HaRB8xgvjN","","FBA Removal Order: Return Fee","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-23.60","-23.60"
"1 Oct 2025 7:03:21 pm UTC","25646580262","Shipping Services","408-8336475-6171515","","Amazon Easy Ship Weight Handling Fee Reversal","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","76.70","0","76.70"
"1 Oct 2025 7:12:31 pm UTC","25646580262","Refund","408-8336475-6171515","EN-EMC-BLK-COVER-FBM","Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","NAMAKKAL","TAMIL NADU","637001","-993.43","0","0","0","-49.67","0","0","4.97","0","166.17","0","76.70","0","-795.26"
"1 Oct 2025 8:48:22 pm UTC","25646148912","Shipping Services","402-3807554-9525149","","Amazon Easy Ship Weight Handling Fee Reversal","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","76.70","0","76.70"
"1 Oct 2025 9:02:56 pm UTC","25646148912","Refund","402-3807554-9525149","EN-EMC-BLK-COVER-FBM","Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","CHENNAI","TAMIL NADU","600014","-993.43","0","0","0","-49.67","0","0","4.97","0","166.17","0","76.70","0","-795.26"
"1 Oct 2025 9:35:42 pm UTC","25646580262","Service Fee","","","Cost of Advertising","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","-601.16","-108.21","-709.37"
"1 Oct 2025 10:31:31 pm UTC","25646148912","FBA Inventory Fee","Xp9q8KX796","","FBA Removal Order: Return Fee","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-70.80","-70.80"
"1 Oct 2025 11:48:49 pm UTC","25646148912","Shipping Services","403-8053123-8593107","","Amazon Easy Ship Weight Handling Fee Reversal","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","76.70","0","76.70"
"2 Oct 2025 12:04:47 am UTC","25646148912","Refund","403-8053123-8593107","EN-SPARE-TYRE-32IN","Encasify Spare Tyre Cover | Heavy-Duty Polyester Wheel Protector | Fits Most Car & SUV Tyres | Black (SPARE-TYRE-32in)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","BENGALURU","KARNATAKA","560049","-422.03","0","0","0","-75.97","0","0","2.11","0","82.27","0","12.98","0","-400.64"
"3 Oct 2025 6:13:24 am UTC","25694361342","Transfer","","","To account ending with: 440","","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-15,280.92","-15,280.92"
"3 Oct 2025 6:14:47 am UTC","25694358762","Transfer","","","To account ending with: 440","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-30,605.34","-30,605.34"
"3 Oct 2025 12:07:52 pm UTC","25694361342","FBA Inventory Fee","","","FBA Inbound Pickup Service","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-934.56","-934.56"
"4 Oct 2025 6:37:07 am UTC","25694361342","Order","408-7922182-9688347","EN-EMC-BLK-COVER","Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","DEHGAM","GUJARAT","382305","1,046.66","0","0","0","52.34","-2.62","-2.62","0","-1.06","-175.08","-83.78","-60.18","0","773.66"
"4 Oct 2025 8:19:40 am UTC","25694358762","Refund","402-6689985-1220324","EN-SPARE-TYRE-32IN","Encasify Spare Tyre Cover | Heavy-Duty Polyester Wheel Protector | Fits Most Car & SUV Tyres | Black (SPARE-TYRE-32in)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","Hyderabad","TELANGANA","500031","-300.03","0","0","0","-54.01","0","0","1.50","0","-24.11","0","0","0","-376.65"
"4 Oct 2025 1:23:29 pm UTC","25694358762","Order","404-7958876-1025115","EN-FULL SIZE-FAN COVER","Encasify Polyester Full-Size Fan Cover | Heavy-Duty Waterproof & Dustproof Protective Cover for Electric Fans | Adjustable Fit for Pedestal, Floor & T","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","GHAZIABAD","UTTAR PRADESH","201001","267.58","0","0","0","13.38","0","0","-1.34","-0.27","0","-96.76","-30.68","0","151.91"
"4 Oct 2025 7:27:06 pm UTC","25694358762","Order","406-9116619-1314717","EN-AIR-COOLER-55LTR-COVER","Encasify Air Cooler Cover | Compatible with Havells Celia 55 Litre Desert Cooler Cover | Polyster | Black (55 ltr)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","PUNE","MAHARASHTRA","411057","574.21","0","0","0","28.71","0","0","-2.87","-0.58","-96.04","-66.08","-30.68","0","406.67"
"4 Oct 2025 9:01:18 pm UTC","25694358762","Order","403-2053821-2050754","EN-BL-DTF-15-15","Encasify DTF/Subimation Printing Machine Cover for 15x15 | Print Digits Heat Press Machine Cover | Sublimation Machines Cover | DTF Cover | Dust Proof","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","NEW DELHI","DELHI","110091","420.00","0","0","-8.40","20.58","0","0","-2.06","-0.42","-40.79","-96.76","-15.34","0","276.81"
"4 Oct 2025 9:41:19 pm UTC","25694358762","Service Fee","","","Cost of Advertising","","","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","0","-2,012.57","-362.26","-2,374.83"
"5 Oct 2025 1:41:16 pm UTC","25694358762","Order","402-4655927-4401953","EN-EMC-BLK-COVER","Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","Indore","MADHYA PRADESH","452010","1,046.67","0","0","0","52.33","0","0","-5.23","-1.05","-175.08","-83.78","-60.18","0","773.68"
"5 Oct 2025 1:42:38 pm UTC","25694358762","Order","408-3450242-6757915","EN-FULL SIZE-FAN COVER","Encasify Polyester Full-Size Fan Cover | Heavy-Duty Waterproof & Dustproof Protective Cover for Electric Fans | Adjustable Fit for Pedestal, Floor & T","2","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","NEW DELHI","DELHI","110019","535.16","0","0","-16.06","25.96","0","0","-2.60","-0.52","0","-140.42","-61.36","0","340.16"
"5 Oct 2025 10:28:27 pm UTC","25694361342","Adjustment","403-6976784-2658762","EN-SILAY-LARGE-COVER","FBA Inventory Reimbursement - Customer Return","1","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","62.02","62.02"
"6 Oct 2025 2:51:09 am UTC","25694361342","Shipping Services","406-7366761-8857965","","Amazon Easy Ship Weight Handling Fee Reversal","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","76.70","0","76.70"
"6 Oct 2025 3:04:02 am UTC","25694361342","Refund","406-7366761-8857965","EN-SPARE-TYRE-30IN","Encasify Spare Tyre Cover | Heavy-Duty Polyester Wheel Protector | Fits Most Car & SUV Tyres | Black (SPARE-TYRE-30in)","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","Hyderabad","TELANGANA","500036","-392.83","0","0","0","-70.71","0","0","1.96","0","76.58","0","12.98","0","-372.02"
"6 Oct 2025 5:26:23 am UTC","25694361342","Order","403-9986064-3285157","EN-FAN-30-COVER","Encasify Heavy-Duty Fan Cover | Waterproof & Dustproof Protective Cover for Pedestal & Industrial Fans | Indoor/Outdoor Use, Ideal for Home, Garage &","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","NEW DELHI","DELHI","110026","254.25","0","0","-5.09","12.46","0","0","-1.25","-0.26","0","-96.76","-30.68","0","132.67"
"6 Oct 2025 6:15:04 am UTC","25694358762","Order","403-0461825-6040365","EN-M-SPEAKER-8-IN","Encasify Mounted Speaker Cover - Water-Resistant Protective Dust Cover for Stand-Mounted Speakers - (Speaker & Stand Not Included) - Black (Black, 8 I","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","NEW TOWN","WEST BENGAL","700135","384.74","0","0","-7.70","18.86","0","0","-1.89","-0.38","-79.41","-96.76","-24.78","0","192.68"
"6 Oct 2025 7:16:02 am UTC","25694358762","Order","403-4267355-8447535","EN-GARMT-STEAMER-COVER","Encasify Garment Steamer Dust-Proof Cover - Universal Fabric Steamer Protective Storage Bag for Home & Commercial Use, Fits All Vertical Clothes Steam","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","BENGALURU","KARNATAKA","560066","443.77","0","0","0","22.19","0","0","-2.22","-0.45","-35.74","-96.76","-24.78","0","306.01"
"6 Oct 2025 9:15:29 am UTC","25694361342","Adjustment","403-4881988-5321948","EN-AIR-COOLER-40LTR-COVER","FBA Inventory Reimbursement - Customer Return","1","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","297.17","297.17"
"6 Oct 2025 12:52:54 pm UTC","25694358762","Fulfilment Fee Refund","171-5806037-8474739","","Fulfillment Fee Refund","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","","","","","0","0","0","0","0","0","0","0","0","0","180.54","0","0","180.54"
"6 Oct 2025 1:02:26 pm UTC","25694358762","Order","407-7535324-3014768","EN-AIR-COOLER-80LTR-COVER","Encasify Air Cooler Cover | Symphony Winter XL 80 Litre Desert Cooler Cover | Polyster | Black (80 ltr)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","NOIDA","UTTAR PRADESH","201301","734.29","75.24","0","-75.24","36.71","0","0","-3.67","-0.74","-122.83","-96.76","-30.68","0","516.32"
"6 Oct 2025 1:05:29 pm UTC","25694358762","Refund","171-5806037-8474739","EN-FAN-30-COVER","Encasify Heavy-Duty Fan Cover | Waterproof & Dustproof Protective Cover for Pedestal & Industrial Fans | Indoor/Outdoor Use, Ideal for Home, Garage &","4","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","Chennai","TAMIL NADU","600018","-1,081.92","0","0","32.44","-52.44","0","0","5.24","0","0","0","122.72","0","-973.96"
"6 Oct 2025 1:24:20 pm UTC","25694361342","Order","403-3889284-9285164","EN-GARMT-STEAMER-COVER","Encasify Garment Steamer Dust-Proof Cover - Universal Fabric Steamer Protective Storage Bag for Home & Commercial Use, Fits All Vertical Clothes Steam","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","BIKANER","RAJASTHAN","334001","443.77","38.10","0","-8.88","23.65","0","0","-2.36","-0.48","-35.02","-136.76","-24.78","0","297.24"
"6 Oct 2025 2:56:35 pm UTC","25694358762","Order","407-8116517-9869960","EN-EMC-BLK-COVER-FBM","Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","NADIAD","GUJARAT","387115","993.42","0","0","0","49.68","-2.48","-2.48","0","-1.00","-166.17","0","-76.70","0","794.27"
"6 Oct 2025 3:13:11 pm UTC","25694358762","Refund","407-2864875-9409159","EN-ERH-BLK-COVER-5","Encasify Electric Room Heater Cover | Dustproof and Scratch Proof Room Heater Cover | Nylon Material Cover | Black","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","NOIDA","UTTAR PRADESH","201305","-394.88","0","0","7.90","-69.66","0","0","1.93","0","-58.35","0","15.34","0","-497.72"
"6 Oct 2025 3:57:07 pm UTC","25694358762","Order","405-0136966-2977166","EN-GARMT-STEAMER-COVER","Encasify Garment Steamer Dust-Proof Cover - Universal Fabric Steamer Protective Storage Bag for Home & Commercial Use, Fits All Vertical Clothes Steam","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","NOIDA","UTTAR PRADESH","201307","443.77","0","0","-8.88","21.75","0","0","-2.17","-0.44","-35.02","-96.76","-24.78","0","297.47"
"6 Oct 2025 9:12:04 pm UTC","25694361342","Order","408-5321482-3071552","EN-ERH-BLK-COVER-5","Encasify Electric Room Heater Cover | Dustproof and Scratch Proof Room Heater Cover | Nylon Material Cover | Black","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","NOIDA","UTTAR PRADESH","201305","0","0","0","0","0","0","0","0","0","0","-96.76","0","0","-96.76"
"6 Oct 2025 10:33:05 pm UTC","25694358762","Shipping Services","407-8116517-9869960","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-76.70","0","-76.70"
"6 Oct 2025 10:55:29 pm UTC","25694358762","Order","408-6182632-5807519","EN-GARMT-STEAMER-COVER","Encasify Garment Steamer Dust-Proof Cover - Universal Fabric Steamer Protective Storage Bag for Home & Commercial Use, Fits All Vertical Clothes Steam","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","INDORE","MADHYA PRADESH","452016","443.77","0","0","-8.88","21.75","0","0","-2.17","-0.44","-35.02","-66.08","-24.78","0","328.15"
"6 Oct 2025 11:09:31 pm UTC","25694358762","Order","404-3406549-2140333","EN-EMC-BLK-COVER","Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","Indore","MADHYA PRADESH","452012","1,046.67","0","0","0","52.33","0","0","-5.23","-1.06","-175.08","-83.78","-60.18","0","773.67"
"6 Oct 2025 11:11:05 pm UTC","25694358762","Order","408-2016328-3365126","EN-TTT-BLK-COVER","Encasify Table Tennis Table Cover Fits Flat & Folding Tables - All Weather Condition 2 in1 (Indoor/Outdoor) Cover - Dust & Water Resistant - Universal","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","Greater Noida","UTTAR PRADESH","201308","1,100.00","0","0","0","198.00","0","0","-5.50","-1.11","-206.77","-120.36","-60.18","0","904.08"
"7 Oct 2025 2:38:06 am UTC","25694361342","FBA Inventory Fee","","","FBA storage fee","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-1,507.36","-1,507.36"
"7 Oct 2025 4:16:09 am UTC","25694358762","Order","404-4011823-4929102","PK-FUO0-YYEG","Encasify Black Portable Power Station Cover - Durable, Dust & Scratch Proof, Washable Nylon - Fits Most Stations","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","JAISALMER","RAJASTHAN","345001","310.14","0","0","-6.20","54.71","0","0","-1.52","-0.31","-27.51","-96.76","-15.34","0","217.21"
"7 Oct 2025 4:44:45 am UTC","25694358762","Order","405-0536769-7302752","EN-ERH-BLK-COVER-5","Encasify Electric Room Heater Cover | Dustproof and Scratch Proof Room Heater Cover | Nylon Material Cover | Black","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","GREATER NOIDA","UTTAR PRADESH","201310","394.88","0","0","-11.85","68.95","0","0","-1.92","-0.39","-24.00","-63.90","-15.34","0","346.43"
"7 Oct 2025 4:44:45 am UTC","25694358762","Order","405-0536769-7302752","EN-ERH-COVER-4","Encasify Electric Room Heater Cover | Electric Dustproof Room Heater Cover | Electric Heater cover | Nylon Material | Black","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","GREATER NOIDA","UTTAR PRADESH","201310","346.26","0","0","-10.39","60.46","0","0","-1.68","-0.34","-21.04","-76.52","-15.34","0","281.41"
"7 Oct 2025 4:54:33 am UTC","25694361342","Order","404-3090948-1997114","MQ-QE1A-WBD4","Encasify Billiard Pool Table Cover, Dustproof, Waterproof & Tearproof Covers for Pool Table 7/8/9FT Fitted - Polyester Material - Black (8 Feet (254cm","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","DELHI","DELHI","110085","792.37","0","0","0","142.63","0","0","-3.96","-0.80","-143.43","-120.36","-30.68","0","635.77"
"7 Oct 2025 6:09:58 am UTC","25694358762","Order","405-0174188-2377167","EN-AI-COOK-BLK-COVER","Encasify Upliance AI Cooking Assistant Cover | Dust and Waterproof Washable suitble for Upliance AI Cooking Assistant | Nylon Material | Black","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","BENGALURU","KARNATAKA","560066","370.48","0","0","-7.41","18.15","0","0","-1.82","-0.37","-20.24","-96.76","-15.34","0","246.69"
"7 Oct 2025 6:22:12 am UTC","25694358762","Refund","407-6751673-0008332","EN-M-SPEAKER-12-IN","Encasify Mounted Speaker Cover - Water-Resistant Protective Dust Cover for Stand-Mounted Speakers - (Speaker & Stand Not Included) - Black (Black, 12","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","VISAKHAPATNAM","ANDHRA PRADESH","530027","-586.64","0","0","11.73","-28.74","0","0","2.87","0","8.99","0","30.68","0","-561.11"
"7 Oct 2025 7:41:56 am UTC","25694358762","Order","407-5173356-9990733","EN-V-BLK-COVER","Encasify Wet Dry Vacuum Cover | Protects Against Sun, Rain, Snow Vacuum Cover | 22x28 inches | Polyester Material | Black","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","AHMEDABAD","GUJARAT","380058","327.09","0","0","-6.54","57.70","-0.80","-0.80","0","-0.33","-33.48","-66.08","-24.78","0","251.98"
"7 Oct 2025 11:31:51 am UTC","25694358762","Order","171-6071354-2807556","EN-FULL SIZE-FAN COVER","Encasify Polyester Full-Size Fan Cover | Heavy-Duty Waterproof & Dustproof Protective Cover for Electric Fans | Adjustable Fit for Pedestal, Floor & T","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","NOIDA","UTTAR PRADESH","201304","267.58","0","0","0","13.38","0","0","-1.34","-0.27","0","-96.76","-30.68","0","151.91"
"7 Oct 2025 11:46:10 am UTC","25694361342","Order","404-5052772-5488312","EN-FAN-16-20-COVER","Encasify Heavy-Duty Fan Cover | Waterproof & Dustproof Protective Cover for Pedestal & Industrial Fans | Indoor/Outdoor Use, Ideal for Home, Garage &","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","GURUGRAM","HARYANA","122017","236.17","0","0","0","11.81","0","0","-1.18","-0.24","0","-96.76","-30.68","0","119.12"
"7 Oct 2025 4:56:08 pm UTC","25694358762","Order","407-4079386-1823533","EN-AIR-COOLER-75LTR-COVER","Encasify Air Cooler Cover | Crompton Ozone 75 Litre Desert Cooler Cover | Polyster | Black (75 ltr)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","NEW DELHI","DELHI","110078","560.95","0","0","-11.22","27.49","0","0","-2.75","-0.56","-91.95","-96.76","-30.68","0","354.52"
"7 Oct 2025 7:52:48 pm UTC","25694361342","Order","171-6985128-2608328","EN-M-SPEAKER-12-IN","Encasify Mounted Speaker Cover - Water-Resistant Protective Dust Cover for Stand-Mounted Speakers - (Speaker & Stand Not Included) - Black (Black, 12","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","NEW DELHI","DELHI","110024","586.64","0","0","-11.73","28.74","0","0","-2.87","-0.58","-121.09","-96.76","-30.68","0","351.67"
"7 Oct 2025 7:56:04 pm UTC","25694361342","Adjustment","407-6751673-0008332","EN-M-SPEAKER-12-IN","FBA Inventory Reimbursement - Customer Return","1","","Cash On Delivery Transactions and Non-Transactional Fees","","","","","0","0","0","0","0","0","0","0","0","0","0","0","7.14","7.14"
"7 Oct 2025 9:15:49 pm UTC","25694358762","Order","408-6963763-7162708","EN-ERH-COVER-4","Encasify Electric Room Heater Cover | Electric Dustproof Room Heater Cover | Electric Heater cover | Nylon Material | Black","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","NOIDA","UTTAR PRADESH","201304","346.26","0","0","-6.92","61.08","0","0","-1.70","-0.34","-21.26","-96.76","-15.34","0","265.02"
"7 Oct 2025 9:44:04 pm UTC","25694358762","Order","407-5413087-8401942","EN-ERH-COVER-4","Encasify Electric Room Heater Cover | Electric Dustproof Room Heater Cover | Electric Heater cover | Nylon Material | Black","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","NEW DELHI","DELHI","110024","346.26","0","0","-10.39","60.46","0","0","-1.68","-0.34","-21.04","-76.52","-15.34","0","281.41"
"7 Oct 2025 9:44:04 pm UTC","25694358762","Order","407-5413087-8401942","EN-ERH-BLK-COVER-5","Encasify Electric Room Heater Cover | Dustproof and Scratch Proof Room Heater Cover | Nylon Material Cover | Black","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","NEW DELHI","DELHI","110024","394.88","0","0","-11.85","68.95","0","0","-1.92","-0.39","-24.00","-63.90","-15.34","0","346.43"
"7 Oct 2025 11:33:04 pm UTC","25694361342","Refund","171-6985128-2608328","EN-M-SPEAKER-12-IN","Encasify Mounted Speaker Cover - Water-Resistant Protective Dust Cover for Stand-Mounted Speakers - (Speaker & Stand Not Included) - Black (Black, 12","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Amazon","NEW DELHI","DELHI","110024","-586.64","0","0","11.73","-28.74","0","0","2.87","0","8.99","0","30.68","0","-561.11"
