"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in INR, unless specified"
"Definitions:"
"Total sales tax liable:Includes GST or sales tax collected from buyers for product sales, shipping, and gift wrap."
"TCS-CGST:Tax Collected at Source from Central GST"
"TCS-SGST:Tax Collected at Source from State GST"
"TCS-IGST:Tax Collected at Source from Integrated GST"
"TDS (Section 194-O): Tax Deducted at Source under Section 194-O of Income tax Act, 1961"
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","Sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","product sales","shipping credits","gift wrap credits","promotional rebates","Total sales tax liable(GST before adjusting TCS)","TCS-CGST","TCS-SGST","TCS-IGST","TDS (Section 194-O)","selling fees","fba fees","other transaction fees","other","total"
"15 Sept 2025 7:53:32 am UTC","25550837542","Order","403-5701614-6921923","EN-AIR-COOLER-90LTR-COVER","Encasify Air Cooler Cover | Bajaj DMH 90 Neo 90L Litre Cooler Cover | Polyster | Black (90 ltr)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","ABU ROAD","RAJASTHAN","307026","665.71","0","0","-19.97","32.29","0","0","-3.23","-0.65","0","-70.22","0","0","603.93"
"15 Sept 2025 8:22:26 am UTC","25550837542","Order","406-4549577-1477963","EN-GARMT-STEAMER-COVER","Encasify Garment Steamer Dust-Proof Cover - Universal Fabric Steamer Protective Storage Bag for Home & Commercial Use, Fits All Vertical Clothes Steam","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Amazon","NEW DELHI","DELHI","110021","443.77","38.10","0","-38.10","22.19","0","0","-2.22","-0.45","-35.74","-96.76","-24.78","0","306.01"
"15 Sept 2025 8:39:53 am UTC","25550545982","Shipping Services","405-3778347-8597914","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-76.70","0","-76.70"
"15 Sept 2025 8:40:22 am UTC","25550545982","Shipping Services","407-3586615-0599545","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-76.70","0","-76.70"
"15 Sept 2025 8:40:29 am UTC","25550545982","Shipping Services","407-8518983-6091521","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-76.70","0","-76.70"
"15 Sept 2025 8:40:38 am UTC","25550837542","Shipping Services","171-3980255-9151550","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-76.70","0","-76.70"
"15 Sept 2025 8:40:45 am UTC","25550837542","Shipping Services","408-1525672-0911527","","Easy Ship weight handling fees","","Amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-76.70","0","-76.70"
"15 Sept 2025 8:40:45 am UTC","25550545982","Shipping Services","403-3097087-9528358","","Easy Ship weight handling fees","","Amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","","","","0","0","0","0","0","0","0","0","0","0","0","-76.70","0","-76.70"
"15 Sept 2025 8:55:31 am UTC","25550545982","Order","405-3778347-8597914","EN-EMC-SILVER-COVER","Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Silv","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","BYASANAGAR","ODISHA","755019","1,083.79","0","0","0","54.19","0","0","-5.42","-1.10","-241.71","0","-76.70","0","813.05"
"15 Sept 2025 8:55:43 am UTC","25550545982","Order","403-3097087-9528358","EN-EMC-BLK-COVER-FBM","Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","VARANASI","UTTAR PRADESH","221001","993.43","0","0","0","49.67","0","0","-4.97","-1.01","-166.17","0","-76.70","0","794.25"
"15 Sept 2025 8:55:55 am UTC","25550837542","Order","408-1525672-0911527","EN-CORD-10","Encasify Plastic Cord Lock Stopper - One-Hole Toggle for 5mm Shoelace, Paracord, Drawstrings, Bags, Clothing & Luggage Accessories - Black (10)","1","amazon.in","Electronic Transactions (Credit Card/Net Banking/GC)","Merchant","NEW DELHI","DELHI","110028","187.62","0","0","-3.75","9.19","0","0","-0.92","-0.19","0","0","-7.08","0","184.87"
"15 Sept 2025 8:55:59 am UTC","25550545982","Order","407-3586615-0599545","EN-EMC-BLK-COVER-FBM","Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac","1","amazon.in","Cash On Delivery Transactions and Non-Transactional Fees","Merchant","Imphal","MANIPUR","795001","993.43","0","0","0","49.67","0","0","-4.97","-1.01","-166.17","0","-76.70","0","794.25"
