amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	url	ship-service-level	product-name	sku	asin	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	is-business-order	purchase-order-number	price-designation	is-iba 
402-6979885-3063555	402-6979885-3063555	2025-10-31T18:22:20+00:00	2025-11-02T07:17:09+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac	EN-EMC-BLK-COVER	B0DQ4S1HBD	Shipped	1	INR	1099.0						21.98		Paradip	ODISHA	754142	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
402-2117511-3215546	402-2117511-3215546	2025-10-31T15:05:58+00:00	2025-11-01T06:06:04+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac	EN-EMC-BLK-COVER	B0DQ4S1HBD	Shipped	1	INR	1099.0						21.98		GURUGRAM	HARYANA	122018	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
406-9502120-0368338	406-9502120-0368338	2025-10-31T14:49:04+00:00	2025-11-01T05:49:08+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Heavy-Duty Fan Cover | Waterproof & Dustproof Protective Cover for Pedestal & Industrial Fans | Indoor/Outdoor Use, Ideal for Home, Garage &	EN-FAN-20-24-COVER	B0F4KTB64P	Shipped	1	INR	274.0								Noida	UTTAR PRADESH	201301	IN		false			false
404-9876781-1645129	404-9876781-1645129	2025-10-31T14:35:13+00:00	2025-10-31T22:26:08+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Upliance AI Cooking Assistant Cover | Dust and Waterproof Washable suitble for Upliance AI Cooking Assistant | Nylon Material | Black	EN-AI-COOK-BLK-COVER	B0DPCLX5NX	Shipped	1	INR	389.0						7.78		New Delhi	DELHI	110075	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
403-6658137-7726768	403-6658137-7726768	2025-10-31T13:46:59+00:00	2025-11-01T04:20:24+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac	EN-EMC-BLK-COVER	B0DQ4S1HBD	Shipped	1	INR	1099.0								Kadirur	KERALA	670642	IN		false			false
407-6052304-7919569	407-6052304-7919569	2025-10-31T13:33:25+00:00	2025-10-31T19:41:03+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac	EN-EMC-BLK-COVER	B0DQ4S1HBD	Shipped	1	INR	1099.0								THANE	MAHARASHTRA	401501	IN		false			false
171-7385371-8477953	171-7385371-8477953	2025-10-31T13:31:10+00:00	2025-10-31T19:46:46+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac	EN-EMC-BLK-COVER	B0DQ4S1HBD	Shipped	1	INR	1099.0						21.98		GHAZIABAD	UTTAR PRADESH	201010	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
405-3773309-1674752	405-3773309-1674752	2025-10-31T13:14:40+00:00	2025-10-31T19:35:09+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac	EN-EMC-BLK-COVER	B0DQ4S1HBD	Shipped	1	INR	1099.0						21.98		KANPUR	UTTAR PRADESH	209202	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
403-1772620-4019538		2025-10-31T12:24:36+00:00	2025-10-31T12:39:58+00:00	Pending	Merchant	Amazon.in	WebsiteOrderChannel		Standard	Encasify Spare Tyre Cover | Heavy-Duty Polyester Wheel Protector | Fits Most Car & SUV Tyres | Black (SPARE-TYRE-30in)	EN-SPARE-TYRE-30IN	B0FQBVHKNT	Unshipped	1	INR	473.0	72.15							Srinagar Garhwal	UTTARAKHAND	246174	IN		false			false
406-9653112-4866754	406-9653112-4866754	2025-10-31T12:08:48+00:00	2025-10-31T14:40:08+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac	EN-EMC-BLK-COVER	B0DQ4S1HBD	Shipped	1	INR	1099.0		40.0					40.0	GADAG BETIGERI	KARNATAKA	582101	IN		false			false
402-9180458-5826765	402-9180458-5826765	2025-10-31T10:51:01+00:00	2025-10-31T15:26:07+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Garment Steamer Dust-Proof Cover - Universal Fabric Steamer Protective Storage Bag for Home & Commercial Use, Fits All Vertical Clothes Steam	EN-GARMT-STEAMER-COVER	B0FB447JP8	Shipped	1	INR	481.0								BENGALURU	KARNATAKA	560079	IN		false			false
402-9575591-5554748		2025-10-31T10:28:42+00:00	2025-11-05T06:12:02+00:00	Pending - Waiting for Pick Up	Merchant	Amazon.in	WebsiteOrderChannel		Standard	Encasify Massage Chair Cover - Full Body Protector for Massage Chair - Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material (Silver)	G6-Y5CH-EHL1	B0FRGFQSWW	Unshipped	1	INR	999.0	47.57							Hyderabad	Telangana	500014	IN		false			false
408-3504505-7477916	408-3504505-7477916	2025-10-31T09:34:42+00:00	2025-11-02T07:37:36+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac	EN-EMC-BLK-COVER	B0DQ4S1HBD	Shipped	1	INR	1099.0						21.98		CUTTACK	ODISHA	753004	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
404-4086879-9158744	404-4086879-9158744	2025-10-31T07:54:01+00:00	2025-11-02T07:04:04+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Polyester Full-Size Fan Cover | Heavy-Duty Waterproof & Dustproof Protective Cover for Electric Fans | Adjustable Fit for Pedestal, Floor & T	EN-FULL SIZE-FAN COVER	B0F4KPZBJ1	Shipped	1	INR	296.0								BHUBANESWAR	ODISHA	751024	IN		false			false
405-3195912-1529925	405-3195912-1529925	2025-10-31T07:31:27+00:00	2025-10-31T17:39:05+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Table Tennis Table Cover Fits Flat & Folding Tables - All Weather Condition 2 in1 (Indoor/Outdoor) Cover - Dust & Water Resistant - Universal	EN-TTT-BLK-COVER	B0DRPNTZD1	Shipped	1	INR	1298.0								NEW DELHI	DELHI	110077	IN		false			false
406-5015883-2924344	406-5015883-2924344	2025-10-31T07:13:54+00:00	2025-10-31T15:28:04+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Garment Steamer Dust-Proof Cover - Universal Fabric Steamer Protective Storage Bag for Home & Commercial Use, Fits All Vertical Clothes Steam	EN-GARMT-STEAMER-COVER	B0FB447JP8	Shipped	1	INR	481.0								Pune	MAHARASHTRA	411030	IN		false			false
408-5796664-8508364	408-5796664-8508364	2025-10-31T07:04:02+00:00	2025-10-31T14:25:12+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Telescope Cover - Waterproof, Dustproof & Sunproof Outdoor Protective Cover with Zipper and Durable Closure (Black)	EN-TELESCOPE COVER	B0F8NZYSD6	Shipped	1	INR	681.0								Bengaluru	KARNATAKA	560099	IN		false			false
402-6264585-9481150	402-6264585-9481150	2025-10-31T05:31:45+00:00	2025-11-04T08:34:56+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Garment Steamer Dust-Proof Cover - Universal Fabric Steamer Protective Storage Bag for Home & Commercial Use, Fits All Vertical Clothes Steam	EN-GARMT-STEAMER-COVER	B0FB447JP8	Shipped	1	INR	481.0		40.0					40.0	MORADABAD	UTTAR PRADESH	244001	IN		false			false
171-5851760-5188330	171-5851760-5188330	2025-10-31T05:22:06+00:00	2025-10-31T11:44:04+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Sewing Machine Cover with Storage Pockets | Dustproof Silai Machine Cover for Perfection | Nylon Material | Black (Large)	EN-SILAY-LARGE-COVER	B0F2YVKN9W	Shipped	1	INR	441.0								Kopargaon Dist-Ahmednagar	MAHARASHTRA	423602	IN		false			false
405-9129758-2643533	405-9129758-2643533	2025-10-31T03:59:01+00:00	2025-10-31T05:17:04+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Wet Dry Vacuum Cover | Protects Against Sun, Rain, Snow Vacuum Cover | 22x28 inches | Polyester Material | Black	EN-V-BLK-COVER	B0DPSSH3VY	Shipped	1	INR	411.0		79.0					79.0	NEW DELHI	DELHI	110092	IN		false			false
406-3329685-5102702	406-3329685-5102702	2025-10-31T02:23:48+00:00	2025-10-31T05:32:05+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac	EN-EMC-BLK-COVER	B0DQ4S1HBD	Shipped	1	INR	1099.0						21.98		KANPUR	Uttar Pradesh	208022	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
403-7163659-1569908	403-7163659-1569908	2025-10-31T01:52:26+00:00	2025-11-01T04:49:08+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac	EN-EMC-BLK-COVER	B0DQ4S1HBD	Shipped	1	INR	1099.0								UDGIR	MAHARASHTRA	413517	IN		false			false
171-4847259-8794755		2025-10-31T00:53:09+00:00	2025-11-05T06:12:03+00:00	Pending - Waiting for Pick Up	Merchant	Amazon.in	WebsiteOrderChannel		Standard	Encasify Spare Tyre Cover | Heavy-Duty Polyester Wheel Protector | Fits Most Car & SUV Tyres | Black (SPARE-TYRE-30in)	EN-SPARE-TYRE-30IN	B0FQBVHKNT	Unshipped	1	INR	473.0	72.15							KOLKATA	WEST BENGAL	700068	IN		false			false
404-7753298-4853941	404-7753298-4853941	2025-10-31T00:44:00+00:00	2025-10-31T06:38:28+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac	EN-EMC-BLK-COVER	B0DQ4S1HBD	Shipped	1	INR	1099.0						21.98		Naya Nangal	PUNJAB	140126	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
407-3943427-6707561		2025-10-30T20:40:55+00:00	2025-11-05T06:12:02+00:00	Pending - Waiting for Pick Up	Merchant	Amazon.in	WebsiteOrderChannel		Standard	STANIX Premium Cotton Canvas Tote Bag with Zipper | Trendy Oversized Handbag for Unisex - College, Office & Shopping Use (Beige)	7I-AFSE-9X16	B0FQJTWF6M	Unshipped	1	INR	296.0	14.1							SEHORE	MADHYA PRADESH	466001	IN		false			false
407-1397702-3685903		2025-10-30T20:37:02+00:00	2025-10-30T20:38:47+00:00	Cancelled	Merchant	Amazon.in	WebsiteOrderChannel		Standard	STANIX Premium Cotton Canvas Tote Bag with Zipper | Trendy Oversized Handbag for Unisex - College, Office & Shopping Use (Beige)	7I-AFSE-9X16	B0FQJTWF6M		0										AHMEDABAD	GUJARAT	380060	IN		false			false
404-6801660-9352303	404-6801660-9352303	2025-10-30T17:40:24+00:00	2025-10-31T04:05:34+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac	EN-EMC-BLK-COVER	B0DQ4S1HBD	Shipped	1	INR	1099.0								Pothencode, Thiruvananthapuram	KERALA	695584	IN		false			false
408-3344506-2017938	408-3344506-2017938	2025-10-30T16:27:17+00:00	2025-10-31T04:19:01+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Table Tennis Table Cover Fits Flat & Folding Tables - All Weather Condition 2 in1 (Indoor/Outdoor) Cover - Dust & Water Resistant - Universal	EN-TTT-BLK-COVER	B0DRPNTZD1	Shipped	1	INR	1298.0								VASCO DA GAMA	GOA	403711	IN		false			false
171-4754036-3490749	171-4754036-3490749	2025-10-30T14:46:54+00:00	2025-10-31T04:58:09+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Billiard Pool Table Cover, Dustproof, Waterproof & Tearproof Covers for Pool Table 7/8/9FT Fitted - Polyester Material - Black (7 Feet (228cm	N6-UK5I-BMLS	B0DRPMTL3V	Shipped	1	INR	991.0								Sri Mayapur	WEST BENGAL	741313	IN		false			false
403-6768745-7913161	403-6768745-7913161	2025-10-30T13:11:14+00:00	2025-10-31T05:10:03+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Heavy-Duty Fan Cover | Waterproof & Dustproof Protective Cover for Pedestal & Industrial Fans | Indoor/Outdoor Use, Ideal for Home, Garage &	EN-FAN-30-COVER	B0F4KQQQ2S	Shipped	1	INR	284.0						5.68		SRIKALAHASTI	ANDHRA PRADESH	517644	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
403-4798148-5104346	403-4798148-5104346	2025-10-30T11:04:21+00:00	2025-10-31T06:57:09+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Table Tennis Table Cover Fits Flat & Folding Tables - All Weather Condition 2 in1 (Indoor/Outdoor) Cover - Dust & Water Resistant - Universal	EN-TTT-BLK-COVER	B0DRPNTZD1	Shipped	1	INR	1298.0		40.0					40.0	Raipur	CHHATTISGARH	492001	IN		false			false
403-3002654-1553120	403-3002654-1553120	2025-10-30T10:11:22+00:00	2025-10-30T13:36:06+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Table Tennis Table Cover Fits Flat & Folding Tables - All Weather Condition 2 in1 (Indoor/Outdoor) Cover - Dust & Water Resistant - Universal	EN-TTT-BLK-COVER	B0DRPNTZD1	Shipped	1	INR	1298.0								Dehradun	UTTARAKHAND	248001	IN		false			false
408-0754972-2002744	408-0754972-2002744	2025-10-30T09:52:30+00:00	2025-10-30T12:34:06+00:00	Shipped	Amazon	Amazon.in			Standard	Encasify Electric Room Heater Cover | Dustproof and Scratch Proof Room Heater Cover | Nylon Material Cover | Black	EN-ERH-BLK-COVER-5	B0DPT55MY9	Shipped	1	INR	0.0								HASSAN	KARNATAKA	573201	IN		false			false
408-9080553-3961932	408-9080553-3961932	2025-10-30T08:40:04+00:00	2025-10-30T15:19:32+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac	EN-EMC-BLK-COVER	B0DQ4S1HBD	Shipped	1	INR	0.0								VASCO DA GAMA	GOA	403802	IN		false			false
403-0257719-8093912	403-0257719-8093912	2025-10-30T06:43:19+00:00	2025-10-30T09:18:09+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Polyester Full-Size Fan Cover | Heavy-Duty Waterproof & Dustproof Protective Cover for Electric Fans | Adjustable Fit for Pedestal, Floor & T	EN-FULL SIZE-FAN COVER	B0F4KPZBJ1	Shipped	1	INR	296.0		40.0						CUTTACK	ODISHA	753004	IN		false			false
406-3618396-1629111	406-3618396-1629111	2025-10-30T05:56:49+00:00	2025-10-30T08:38:47+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Handbag Dust Covers - Pack of 3 Drawstring Bags for Purses and Accessories (BLACK, 23.6 × 19.6 in)	EN-HPC-P3-L	B0F5WQFRMF	Shipped	1	INR	295.0						5.9		BENGALURU	KARNATAKA	560037	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
402-8846575-2458756	402-8846575-2458756	2025-10-30T05:24:19+00:00	2025-10-30T19:02:08+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Heavy-Duty Fan Cover | Waterproof & Dustproof Protective Cover for Pedestal & Industrial Fans | Indoor/Outdoor Use, Ideal for Home, Garage &	EN-FAN-20-24-COVER	B0F4KTB64P	Shipped	1	INR	274.0						5.48		PORVORIM	GOA	403521	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
171-5021094-7297925	171-5021094-7297925	2025-10-30T05:18:16+00:00	2025-10-30T15:02:04+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Mounted Speaker Cover - Water-Resistant Protective Dust Cover for Stand-Mounted Speakers - (Speaker & Stand Not Included) - Black (Black, 15	EN-M-SPEAKER-15-IN	B0F5QPS3T5	Shipped	1	INR	749.0		40.0					40.0	MASUDA	RAJASTHAN	305623	IN		false			false
408-5274001-7344352	408-5274001-7344352	2025-10-30T02:12:02+00:00	2025-10-30T03:53:45+00:00	Cancelled	Amazon	Amazon.in			Standard	Encasify Electric Room Heater Cover | Dustproof and Scratch Proof Room Heater Cover | Nylon Material Cover | Black	EN-ERH-BLK-COVER-5	B0DPT55MY9	Cancelled	0										HASSAN	KARNATAKA	573201	IN		false			false
171-5534812-5725168	171-5534812-5725168	2025-10-29T23:19:47+00:00	2025-10-30T04:32:04+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Table Tennis Table Cover Fits Flat & Folding Tables - All Weather Condition 2 in1 (Indoor/Outdoor) Cover - Dust & Water Resistant - Universal	EN-TTT-BLK-COVER	B0DRPNTZD1	Shipped	1	INR	1298.0						25.96		PUNE	MAHARASHTRA	411057	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
404-9965883-6711501	404-9965883-6711501	2025-10-29T22:08:06+00:00	2025-10-30T12:25:06+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Electric Room Heater Cover | Dustproof and Scratch Proof Room Heater Cover | Nylon Material Cover | Black	EN-ERH-BLK-COVER-5	B0DPT55MY9	Shipped	1	INR	491.0						9.82		HYDERABAD	TELANGANA	500044	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
406-7378282-8064316		2025-10-29T19:57:11+00:00	2025-10-31T10:00:56+00:00	Shipped - Picked Up	Merchant	Amazon.in	WebsiteOrderChannel		Standard	Encasify Spare Tyre Cover | Heavy-Duty Polyester Wheel Protector | Fits Most Car & SUV Tyres | Black (SPARE-TYRE-30in)	EN-SPARE-TYRE-30IN	B0FQBVHKNT	Shipped	1	INR	473.0	72.15							Hyderabad	TELANGANA	500036	IN		false			false
408-7724721-5016300		2025-10-29T15:04:14+00:00	2025-10-29T15:11:36+00:00	Cancelled	Merchant	Amazon.in	WebsiteOrderChannel		Standard	Encasify Spare Tyre Cover | Heavy-Duty Polyester Wheel Protector | Fits Most Car & SUV Tyres | Black (SPARE-TYRE-28in)	EN-SPARE-TYRE-28IN	B0FQBYQB79		0										SHILLONG	MEGHALAYA	793003	IN		false			false
403-2004541-5365933	403-2004541-5365933	2025-10-29T14:12:01+00:00	2025-10-30T04:49:41+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac	EN-EMC-BLK-COVER	B0DQ4S1HBD	Shipped	1	INR	1099.0						21.98		PARMANANDPUR	UTTAR PRADESH	221302	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
402-9098303-2477104	402-9098303-2477104	2025-10-29T12:23:33+00:00	2025-10-31T08:39:10+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Electric Room Heater Cover | Dustproof and Scratch Proof Room Heater Cover | Nylon Material Cover | Black	EN-ERH-BLK-COVER-5	B0DPT55MY9	Shipped	1	INR	491.0								MOHALI	PUNJAB	160062	IN		false			false
402-8100708-1485133		2025-10-29T09:58:04+00:00	2025-11-05T07:46:34+00:00	Shipped - Delivered to Buyer	Merchant	Amazon.in	WebsiteOrderChannel		Standard	Encasify Spare Tyre Cover | Heavy-Duty Polyester Wheel Protector | Fits Most Car & SUV Tyres | Black (SPARE-TYRE-28in)	EN-SPARE-TYRE-28IN	B0FQBYQB79	Shipped	1	INR	451.0	68.8							ALIGARH	UTTAR PRADESH	202001	IN		false			false
408-2203249-1885104	408-2203249-1885104	2025-10-29T09:41:33+00:00	2025-10-30T16:29:11+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Billiard Mini Snooker Table Cover - Dustproof Covers for Mini Snooker Table - Polyester Material - Black (10.5x5.5 Fit)	EN-MINI-SNOOKER-TABLE-COVER	B0F8JJC2YY	Shipped	1	INR	1099.0		40.0					40.0	LUCKNOW	UTTAR PRADESH	226003	IN		false			false
403-2071366-2941121	403-2071366-2941121	2025-10-29T08:50:16+00:00	2025-10-29T18:21:01+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Polyester Full-Size Fan Cover | Heavy-Duty Waterproof & Dustproof Protective Cover for Electric Fans | Adjustable Fit for Pedestal, Floor & T	EN-FULL SIZE-FAN COVER	B0F4KPZBJ1	Shipped	1	INR	296.0		40.0					40.0	PANDUA	WEST BENGAL	712149	IN		false			false
407-2280249-4455569	407-2280249-4455569	2025-10-29T08:38:51+00:00	2025-10-30T22:51:09+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Electric Room Heater Cover | Dustproof and Scratch Proof Room Heater Cover | Nylon Material Cover | Black	EN-ERH-BLK-COVER-5	B0DPT55MY9	Shipped	1	INR	491.0						9.82		RAMPUR BUSHAHR, SHIMLA	HIMACHAL PRADESH	172001	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
171-2277384-4132360	171-2277384-4132360	2025-10-29T08:19:38+00:00	2025-10-31T08:42:07+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Electric Room Heater Cover | Dustproof and Scratch Proof Room Heater Cover | Nylon Material Cover | Black	EN-ERH-BLK-COVER-5	B0DPT55MY9	Shipped	1	INR	491.0		40.0						CHANDIGARH	CHANDIGARH	160047	IN		false			false
405-7333009-7794735	405-7333009-7794735	2025-10-29T08:17:44+00:00	2025-10-30T05:06:07+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Electric Room Heater Cover | Electric Dustproof Room Heater Cover | Electric Heater cover | Nylon Material | Black	EN-ERH-COVER-4	B0DPMHKW5X	Shipped	1	INR	431.0		40.0						NEW DELHI	DELHI	110022	IN		false			false
408-2758916-0222700	408-2758916-0222700	2025-10-29T08:00:16+00:00	2025-10-29T08:26:40+00:00	Cancelled	Amazon	Amazon.in			Standard	Encasify Electric Room Heater Cover | Dustproof and Scratch Proof Room Heater Cover | Nylon Material Cover | Black	EN-ERH-BLK-COVER-5	B0DPT55MY9	Cancelled	0										NEW DELHI	DELHI	110022	IN		false			false
171-8813807-6432349	171-8813807-6432349	2025-10-29T07:49:00+00:00	2025-10-31T08:23:48+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Polyester Full-Size Fan Cover | Heavy-Duty Waterproof & Dustproof Protective Cover for Electric Fans | Adjustable Fit for Pedestal, Floor & T	EN-FULL SIZE-FAN COVER	B0F4KPZBJ1	Shipped	2	INR	592.0		80.0				17.76	80.0	Uluberia	WEST BENGAL	711315	IN	Percentage Off 2025/05/22 10-13-32-959	false			false
403-4598510-7695500	403-4598510-7695500	2025-10-29T07:08:27+00:00	2025-10-29T08:36:53+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Table Tennis Table Cover Fits Flat & Folding Tables - All Weather Condition 2 in1 (Indoor/Outdoor) Cover - Dust & Water Resistant - Universal	EN-TTT-BLK-COVER	B0DRPNTZD1	Shipped	1	INR	1298.0								HYDERABAD	TELANGANA	500082	IN		false			false
402-5751236-9701930	402-5751236-9701930	2025-10-29T05:44:15+00:00	2025-10-29T07:52:49+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Table Tennis Table Cover Fits Flat & Folding Tables - All Weather Condition 2 in1 (Indoor/Outdoor) Cover - Dust & Water Resistant - Universal	EN-TTT-BLK-COVER	B0DRPNTZD1	Shipped	1	INR	1298.0						25.96		HYDERABAD	TELANGANA	500029	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
171-0481887-1537134	171-0481887-1537134	2025-10-29T05:39:01+00:00	2025-10-30T14:31:47+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Billiard Snooker Table Cover - Dustproof Covers for Snooker Table - Polyester Material - Black (12x6 Fit)	EN-SNOOKER-TABLE-COVER	B0F8JG9LVL	Shipped	1	INR	1298.0						25.96		TALEGAON DABHADE	MAHARASHTRA	410506	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
407-8928232-2972366		2025-10-29T04:47:10+00:00	2025-10-31T10:00:57+00:00	Shipped - Picked Up	Merchant	Amazon.in	WebsiteOrderChannel		Standard	Encasify Foldable Travel Wheelchair Cover | Waterproof, Dustproof & Durable Protection Cover for Folded Wheelchair | Compatible for Frido Travel Wheelchair | BLACK (COVER - 10.5 KG WHEELCHAIR)	COVER - 10.5 KG WHEELCHAIR	B0FT3JRY5X	Shipped	1	INR	498.0	23.71							HASSAN	KARNATAKA	573201	IN		false			false
405-9705965-7948308	405-9705965-7948308	2025-10-29T04:32:32+00:00	2025-10-30T08:15:11+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Massage Chair Cover - Full Body Protector for Zero Gravity Chair, Dustproof & Scratch-Proof for Pets, Cats & Dogs - Polyester Material - Blac	EN-EMC-BLK-COVER	B0DQ4S1HBD	Shipped	1	INR	1099.0						21.98		Gudur	ANDHRA PRADESH	524412	IN	PLM-afd311e2-14c6-4fd7-8e6e-264f8a81fd2e	false			false
407-1681895-8167511	407-1681895-8167511	2025-10-29T03:59:02+00:00	2025-10-29T09:34:51+00:00	Shipped	Amazon	Amazon.in			Expedited	Encasify Handbag Dust Covers - Pack of 3 Drawstring Bags for Purses and Accessories (BLACK, 23.6 × 19.6 in)	EN-HPC-P3-L	B0F5WQFRMF	Shipped	1	INR	295.0								HYDERABAD	TELANGANA	500092	IN		false			false
406-3205370-3570708		2025-10-29T03:53:13+00:00	2025-10-31T10:00:57+00:00	Shipped - Picked Up	Merchant	Amazon.in	WebsiteOrderChannel		Standard	Encasify Spare Tyre Cover | Heavy-Duty Polyester Wheel Protector | Fits Most Car & SUV Tyres | Black (SPARE-TYRE-30in)	EN-SPARE-TYRE-30IN	B0FQBVHKNT	Shipped	1	INR	473.0	72.15							MOHALI	PUNJAB	160071	IN		false			false
408-8133695-0868346		2025-10-29T03:52:16+00:00	2025-10-31T10:02:21+00:00	Shipped - Picked Up	Merchant	Amazon.in	WebsiteOrderChannel		Standard	Encasify Plastic Cord Lock Stopper - One-Hole Toggle for 5mm Shoelace, Paracord, Drawstrings, Bags, Clothing & Luggage Accessories - Black (10)	EN-CORD-10	B0FKBWY31V	Shipped	1	INR	197.0	9.38							KENDUJHAR	ODISHA	758038	IN		false			false
